KODA;SLOVENSKI NAZIV;ANGLEŠKI NAZIV;ANGLEŠKI NAZIV KRATEK;KRIŽEC / ETIOLOGIJA;ZVEZDICA / MANIFESTACIJA;VELJAVNOST;SKUPINA OBOLEVNOSTI;SPOL;SPOL TIP;STAROST MIN.;STAROST MAX.;STAROST TIP;REDKA DIAGNOZA;MORFOLOGIJA;NESPREJEMLJIVA GLAVNA DIAGNOZA;PRIJAVA NALEZLJIVE BOLEZNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y63.6;Potrebni droga, zdravilo ali biološka snov niso bili dani;Nonadministration of necessary drug, medicament or biological substance;Nonadmin dr medicament biol subs;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y63.8;Neuspeh pri doziranju med druge vrste kirurško in zdravniško oskrbo;Failure in dosage during other surgical and medical care;Fail dosage during oth surg med care;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y63.9;Neuspeh pri doziranju med neopredeljeno kirurško in zdravniško oskrbo;Failure in dosage during unspecified surgical and medical care;Fail dose during surg & unsp med care;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y64;Kontaminirane medicinske ali biološke snovi;Contaminated medical or biological substances;Contaminated medical or biological subs;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y64.0;Kontaminirane medicinske ali biološke snovi, dane v transfuziji ali infuziji;Contaminated medical or biological substance, transfused or infused;Contam med biol subs transfus or infus;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y64.1;Kontaminirane medicinske ali biološke snovi, vbrizgane ali uporabljene za imunizacijo;Contaminated medical or biological substance, injected or used for immunisation;Contam med biol subs injct for immunis;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y64.8;Kontaminirane medicinske ali biološke snovi, dane na druge načine;Contaminated medical or biological substance administered by other means;Contam med or biol subs admin oth means;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y64.9;Kontaminirane medicinske ali biološke snovi, dane na druge neopredeljene načine;Contaminated medical or biological substance administered by unspecified means;Contam med biol sub admin unsp means;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65;Druge nezgode med kirurško in zdravniško oskrbo;Other misadventures during surgical and medical care;Oth misadventures surg & med care;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.0;Uporaba nekompatibilne krvi pri transfuziji;Mismatched blood used in transfusion;Mismatched blood used in transfusion;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.1;Uporaba napačne tekočine pri infuziji;Wrong fluid used in infusion;Wrong fluid used in infusion;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.2;Neuspeh pri šivanju ali ligaturi med operacijo;Failure in suture or ligature during surgical operation;Failure suture or ligature surg op;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.3;Napačna namestitev endotrahealnega tubusa med anestezijo;Endotracheal tube wrongly placed during anaesthetic procedure;ETT wrongly placed during anaes proc;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.4;Neuspelo uvajanje ali odstranjevanje drugih vrst tubusa ali instrumenta;Failure to introduce or to remove other tube or instrument;Failure intro / remove oth tube instrmt;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.5;Izvedba neustrezne operacije;Performance of inappropriate operation;Performance of inappropriate operation;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y65.8;Druge opredeljene nezgode med kirurško in zdravniško oskrbo;Other specified misadventures during surgical and medical care;Oth spec misadventures surg med care;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y66;Nenudenje kirurške in zdravniške oskrbe;Nonadministration of surgical and medical care;Nonadministration surg & medical care;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y69;Neopredeljena nezgoda med kirurško in zdravniško oskrbo;Unspecified misadventure during surgical and medical care;Unsp misadventure surg & med care;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70;Anesteziološki pripomočki, povezani z nezgodami;Anaesthesiology devices associated with misadventures;Anaesthesiology dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70.0;Anesteziološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Anaesthesiology devices associated with misadventures, diagnostic and monitoring devices;Anaes dev ass misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70.1;Anesteziološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Anaesthesiology devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Anaes dev ass misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70.2;Anesteziološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Anaesthesiology devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Anaes dev ass misadv prosth, oth implant;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70.3;Anesteziološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Anaesthesiology devices associated with misadventures, surgical instruments, materials and devices (including sutures);Anaes dev ass misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y70.8;Anesteziološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Anaesthesiology devices associated with misadventures, miscellaneous devices, not elsewhere classified;Anaes dev ass misadv misc devices, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71;Kardiovaskularni pripomočki, povezani z nezgodami;Cardiovascular devices associated with misadventures;Cardiovascular dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71.0;Kardiovaskularni pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Cardiovascular devices associated with misadventures, diagnostic and monitoring devices;C-V dev ass misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71.1;Kardiovaskularni pripomočki, povezani z nezgodami,terapevtski (nekirurški) in rehabilitacijski pripomočki;Cardiovascular devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;C-V dev ass misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71.2;Kardiovaskularni pripomočki, povezani z nezgodami,protetični in drugi vsadki, materiali in dodatki;Cardiovascular devices associated with misadventures, prosthetic and other implants, materials and accessory devices;C-V dev ass misadv prosth, oth implant;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71.3;Kardiovaskularni pripomočki, povezani z nezgodami,kirurški instrumenti, materiali in pripomočki (vključujoč šive);Cardiovascular devices associated with misadventures, surgical instruments, materials and devices (including sutures);C-V dev ass misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y71.8;Kardiovaskularni pripomočki, povezani z nezgodami,različni pripomočki, ki niso uvrščeni drugje;Cardiovascular devices associated with misadventures, miscellaneous devices, not elsewhere classified;C-V dev ass misadv misc devices, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72;Otorinolaringološki pripomočki, povezani z nezgodami;Otorhinolaryngological devices associated with misadventures;Otorhinolaryngological dev ass w misadv;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72.0;Otorinolaringološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Otorhinolaryngological devices associated with misadventures, diagnostic and monitoring devices;ENT dev ass misadv dx & monitor;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72.1;Otorinolaringološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Otorhinolaryngological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;ENT dev misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72.2;Otorinolaringološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Otorhinolaryngological devices associated with misadventures, prosthetic and other implants, materials and accessory devices;ENT dev misadv prosth oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72.3;Otorinolaringološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Otorhinolaryngological devices associated with misadventures, surgical instruments, materials and devices (including sutures);ENT misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y72.8;Otorinolaringološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Otorhinolaryngological devices associated with misadventures, miscellaneous devices, not elsewhere classified;ENT dev misadv misc dev, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73;Gastroenterološki in urološki pripomočki, povezani z nezgodami;Gastroenterology and urology devices associated with misadventures;Gastro & urology dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73.0;Gastroenterološki in urološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Gastroenterology and urology devices associated with misadventures, diagnostic and monitoring devices;Gastro urol dev misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73.1;Gastroenterološki in urološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Gastroenterology and urology devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Gastro urol dev misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73.2;Gastroenterološki in urološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Gastroenterology and urology devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Gastro & urol dev misadv prosth oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73.3;Gastroenterološki in urološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Gastroenterology and urology devices associated with misadventures, surgical instruments, materials and devices (including sutures);Gastro urol dev misadv surg instrmt dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y73.8;Gastroenterološki in urološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Gastroenterology and urology devices associated with misadventures, miscellaneous devices, not elsewhere classified;Gastro & urol dev misadv misc dev, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami;General hospital and personal-use devices associated with misadventures;Hosp & personal-use dev ass w misadv;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74.0;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;General hospital and personal-use devices associated with misadventures, diagnostic and monitoring devices;Hosp & persl dev misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74.1;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;General hospital and personal-use devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Hosp persl dev misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74.2;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;General hospital and personal-use devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Hosp & persl dev misadv prosth & impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74.3;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);General hospital and personal-use devices associated with misadventures, surgical instruments, materials and devices (including sutures);Hosp persl dev misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y74.8;Pripomočki za splošno bolnišnično in osebno uporabo, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;General hospital and personal-use devices associated with misadventures, miscellaneous devices, not elsewhere classified;Hosp & persl dev misadv misc dev NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75;Nevrološki pripomočki, povezani z nezgodami;Neurological devices associated with misadventures;Neurological dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75.0;Nevrološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Neurological devices associated with misadventures, diagnostic and monitoring devices;Neuro dev ass misadv dx & monitoring dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75.1;Nevrološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Neurological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Neuro dev ass misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75.2;Nevrološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Neurological devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Neuro dev ass misadv prosth & oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75.3;Nevrološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Neurological devices associated with misadventures, surgical instruments, materials and devices (including sutures);Neuro dev ass misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y75.8;Nevrološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Neurological devices associated with misadventures, miscellaneous devices, not elsewhere classified;Neuro dev ass misadv misc dev, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76;Porodničarski in ginekološki pripomočki, povezani z nezgodami;Obstetric and gynaecological devices associated with misadventures;O&G devices associated w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76.0;Porodničarski in ginekološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Obstetric and gynaecological devices associated with misadventures, diagnostic and monitoring devices;O&G dev ass misadv dx & monitoring dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76.1;Porodničarski in ginekološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Obstetric and gynaecological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;O&G dev misadv thrpc & rehab devices;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76.2;Porodničarski in ginekološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Obstetric and gynaecological devices associated with misadventures, prosthetic and other implants, materials and accessory devices;O&G dev misadv prosth & oth implants;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76.3;Porodničarski in ginekološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Obstetric and gynaecological devices associated with misadventures, surgical instruments, materials and devices (including sutures);O&G dev ass misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y76.8;Porodničarski in ginekološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Obstetric and gynaecological devices associated with misadventures, miscellaneous devices, not elsewhere classified;O&G dev ass misadv misc dev, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77;Okulistični pripomočki, povezani z nezgodami;Ophthalmic devices associated with misadventures;Ophthalmic devices ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77.0;Okulistični pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Ophthalmic devices associated with misadventures, diagnostic and monitoring devices;Ophth dev ass misadv dx & monitoring dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77.1;Okulistični pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Ophthalmic devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Ophth dev ass misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77.2;Okulistični pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Ophthalmic devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Ophth dev misadv prosth & oth implants;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77.3;Okulistični pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Ophthalmic devices associated with misadventures, surgical instruments, materials and devices (including sutures);Ophth dev ass misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y77.8;Okulistični pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Ophthalmic devices associated with misadventures, miscellaneous devices, not elsewhere classified;Ophth dev misadv misc dev, NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78;Radiološki pripomočki, povezani z nezgodami;Radiological devices associated with misadventures;Radiological dev ass w adv misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78.0;Radiološki pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Radiological devices associated with misadventures, diagnostic and monitoring devices;Radiol dev ass misadv dx monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78.1;Radiološki pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Radiological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Radiol dev ass w misadv Rx rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78.2;Radiološki pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Radiological devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Radiol dev w misadv prosth oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78.3;Radiološki pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Radiological devices associated with misadventures, surgical instruments, materials and devices (including sutures);Radiol dev w misadv surg instrmt  & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y78.8;Radiološki pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Radiological devices associated with misadventures, miscellaneous devices, not elsewhere classified;Radiol dev ass w misadv misc dev NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79;Ortopedski pripomočki, povezani z nezgodami;Orthopaedic devices associated with misadventures;Orthopaedic dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79.0;Ortopedski pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Orthopaedic devices associated with misadventures, diagnostic and monitoring devices;Orthopaedic dev misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79.1;Ortopedski pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Orthopaedic devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Ortho dev ass w misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79.2;Ortopedski pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Orthopaedic devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Ortho dev misadv prosth & oth implants;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79.3;Ortopedski pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Orthopaedic devices associated with misadventures, surgical instruments, materials and devices (including sutures);Ortho dev w misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y79.8;Ortopedski pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Orthopaedic devices associated with misadventures, miscellaneous devices, not elsewhere classified;Ortho dev w misadv misc dev NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80;Fizikalnomedicinski pripomočki, povezani z nezgodami;Physical medicine devices associated with misadventures;Physical medicine dev ass w misadv;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80.0;Fizikalnomedicinski pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Physical medicine devices associated with misadventures, diagnostic and monitoring devices;Phys med dev w misadv dx monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80.1;Fizikalnomedicinski pripomočki, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;Physical medicine devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Phys med dev w misadv Rx rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80.2;Fizikalnomedicinski pripomočki, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;Physical medicine devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices;Phys med ass adv incdt prosth oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80.3;Fizikalnomedicinski pripomočki, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);Physical medicine devices associated with misadventures, surgical instruments, materials and devices (including sutures);Phys med dev w misadv surg instrmt & dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y80.8;Fizikalnomedicinski pripomočki, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;Physical medicine devices associated with misadventures, miscellaneous devices, not elsewhere classified;Phys med dev w misadv misc dev NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami;General and plastic-surgery devices associated with misadventures;Genl & plast-surgery dev ass w misadv;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81.0;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;General- and plastic-surgery devices associated with misadventures, diagnostic and monitoring devices;Genl plast surg misadv dx monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81.1;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami, terapevtski (nekirurški) in rehabilitacijski pripomočki;General- and plastic-surgery devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices;Genl plast surg misadv thrpc & rehab dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81.2;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami, protetični in drugi vsadki, materiali in dodatki;General- and plastic-surgery devices associated with misadventures, prosthetic and other implants, materials and accessory devices;Genl plast surg misadv prosth & oth impl;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81.3;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami, kirurški instrumenti, materiali in pripomočki (vključujoč šive);General- and plastic-surgery devices associated with misadventures, surgical instruments, materials and devices (including sutures);Genl plast surg misadv surg instrmt dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y81.8;Pripomočki  za  splošno in plastično kirurgijo, povezani z nezgodami, različni pripomočki, ki niso uvrščeni drugje;General- and plastic-surgery devices associated with misadventures, miscellaneous devices, not elsewhere classified;Genl & plast surg adv incdt misc dev NEC;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y82;Drugi in neopredeljeni medicinski pripomočki, povezani z nezgodami;Other and unspecified medical devices associated with misadventures;Oth & unsp med dev ass w misadventures;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y82.0;Drugi in neopredeljeni medicinski pripomočki, povezani z nezgodami, diagnostični in nadzorovalni pripomočki;Other and unspecified medical devices associated with misadventures, diagnostic and monitoring devices;Oth unsp med dev misadv dx & monitor dev;0;0;1;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
